scenario;keytype;size;unit;items_per_op;raw_block_hash;set3_load_factor;map_load_factor;set3_ns;map_ns;delta_pct;ci_low_pct;ci_high_pct;level;noise_floor_pct;resolved;repeats;validation_runs;inner_loops;block_length;autocorrelation;tie_rate;drift_p_set3;drift_p_map;set3_alloc_bytes;map_alloc_bytes;set3_mallocs;map_mallocs;skipped;seconds;note
churn-fresh;struct3x64;2097152;ns/(remove+insert);1;true;0.0000;0.0000;162.2570;346.2109;53.133;52.794;53.821;0.950;0.7778;true;101;10;26801;5;0.5523;0.0044;0.1616;0.1934;99696.049;0.000;0.00206;0.00000;false;33.8;
mixed-index;uint64;16384;ns/operation;1;true;0.0000;0.0000;14.5779;16.8427;13.447;13.202;13.560;0.950;0.1808;true;101;10;356587;1;0.0518;0.0046;0.0140;0.0256;232.883;0.000;0.00167;0.00000;false;24.9;candidate A drifted during the run, shifting -0.43% from its first half to its second, the machine did not hold still, candidate B drifted during the run, shifting -0.28% from its first half to its second, the machine did not hold still
mixed-index;uint64;2097152;ns/operation;1;true;0.0000;0.0000;68.9777;83.5045;17.396;16.082;18.795;0.950;0.5695;true;101;10;63954;5;0.7152;0.0098;0.5140;0.0000;0.000;0.000;0.00000;0.00000;false;19.8;candidate B drifted during the run, shifting -4.16% from its first half to its second, the machine did not hold still
mixed-index;string;16384;ns/operation;1;false;0.0000;0.0000;22.5037;24.2751;7.297;6.926;7.586;0.950;0.1847;true;101;10;198109;1;0.1242;0.0076;0.2799;0.6996;519.611;0.000;0.00198;0.00000;false;20.6;
mixed-index;string;2097152;ns/operation;1;false;0.0000;0.0000;127.0379;140.2078;9.393;6.928;10.785;0.950;0.4250;true;101;10;27908;5;0.5450;0.0038;0.0097;0.2120;0.000;0.000;0.00000;0.00000;false;17.3;candidate A drifted during the run, shifting -0.71% from its first half to its second, the machine did not hold still
graph-visited;uint64;16384;ns/edge;64240;true;0.0000;0.0000;10.3386;14.0923;26.637;22.835;28.143;0.950;2.1946;true;101;10;5;1;-0.0285;0.0016;0.5491;0.3093;2.870;9.201;0.00005;0.00101;false;18.7;
intersect;uint64;16384;ns/probe;16384;true;0.0000;0.0000;13.7917;26.5576;48.069;46.827;49.500;0.950;2.4190;true;101;10;25;5;0.2794;0.0044;0.6768;0.7411;27.005;36.078;0.00031;0.00397;false;37.8;
intersect;uint64;2097152;ns/probe;2097152;true;0.0000;0.0000;33.2931;91.6760;63.684;62.619;64.880;0.950;1.3388;true;11;2;1;2;0.3828;0.0114;0.8405;0.5460;26.594;36.078;0.00000;0.00391;false;18.6;
intersect;string;16384;ns/probe;16384;false;0.0000;0.0000;28.2592;39.4800;28.421;25.303;30.728;0.950;2.3969;true;101;10;13;1;0.1059;0.0018;0.9932;0.1740;51.005;53.328;0.00031;0.00397;false;37.7;
intersect;string;2097152;ns/probe;2097152;false;0.0000;0.0000;88.9879;167.6938;46.934;46.080;48.501;0.950;0.8421;true;11;2;1;1;-0.0063;0.0086;0.3284;0.9313;50.227;53.328;0.00000;0.00391;false;41.6;
iterate;uint64;16384;ns/element;16384;true;0.0000;0.0000;1.6527;6.0241;72.566;72.462;72.657;0.950;0.3015;true;101;10;136;1;0.1165;0.0012;0.2354;0.0126;0.000;0.000;0.00000;0.00000;false;37.5;candidate B drifted during the run, shifting +0.37% from its first half to its second, the machine did not hold still
iterate;uint64;2097152;ns/element;2097152;true;0.0000;0.0000;2.2717;7.4513;69.513;69.123;69.919;0.950;0.9397;true;51;4;1;1;0.0735;0.0048;0.0025;0.2280;0.000;0.000;0.00000;0.00000;false;10.0;candidate A drifted during the run, shifting -0.31% from its first half to its second, the machine did not hold still
iterate;string;16384;ns/element;16384;false;0.0000;0.0000;2.0022;6.6155;69.735;69.586;69.855;0.950;0.2291;true;101;10;94;5;0.2238;0.0008;0.2798;0.0039;0.000;0.000;0.00000;0.00000;false;29.2;candidate B drifted during the run, shifting +0.80% from its first half to its second, the machine did not hold still
iterate;string;2097152;ns/element;2097152;false;0.0000;0.0000;16.7296;40.1269;58.308;57.558;59.029;0.950;1.2815;true;11;2;1;2;0.2739;0.0158;0.1506;0.2059;0.000;0.000;0.00000;0.00000;false;8.6;
iterate;struct3x64;16384;ns/element;16384;true;0.0000;0.0000;1.6564;6.2347;73.432;73.383;73.494;0.950;0.1972;true;101;10;133;5;0.3901;0.0046;0.2037;0.0249;0.000;0.000;0.00000;0.00000;false;37.4;candidate B drifted during the run, shifting -0.21% from its first half to its second, the machine did not hold still
iterate;struct3x64;2097152;ns/element;2097152;true;0.0000;0.0000;2.2374;8.4051;73.381;73.047;73.718;0.950;1.3430;true;51;4;1;1;0.0114;0.0000;0.0007;0.2948;0.000;0.000;0.00000;0.00000;false;11.2;candidate A drifted during the run, shifting -1.68% from its first half to its second, the machine did not hold still
