scenario;keytype;size;unit;items_per_op;raw_block_hash;set3_load_factor;map_load_factor;set3_ns;map_ns;delta_pct;ci_low_pct;ci_high_pct;level;noise_floor_pct;resolved;repeats;validation_runs;inner_loops;block_length;autocorrelation;tie_rate;drift_p_set3;drift_p_map;set3_alloc_bytes;map_alloc_bytes;set3_mallocs;map_mallocs;skipped;seconds;note
lookup-hit30;struct3x64;2097152;ns/lookup;1;true;0.5250;0.4121;18.0802;25.9762;30.397;29.484;31.439;0.950;0.2919;true;101;10;203040;1;0.1456;0.0066;0.0129;0.0027;0.000;0.000;0.00000;0.00000;false;20.9;candidate A drifted during the run, shifting -1.98% from its first half to its second, the machine did not hold still, candidate B drifted during the run, shifting -2.42% from its first half to its second, the machine did not hold still
lookup-hit95;uint64;16384;ns/lookup;1;true;0.5141;0.4712;4.7596;6.5943;27.822;27.380;28.143;0.950;1.0567;true;101;10;724477;1;0.0499;0.0000;0.7737;0.8922;0.000;0.000;0.00000;0.00000;false;18.6;
lookup-hit95;uint64;2097152;ns/lookup;1;true;0.5249;0.4712;15.5031;16.3022;4.902;-1.713;9.299;0.950;0.2899;false;101;10;230350;1;0.0730;0.0076;0.5294;0.9454;0.000;0.000;0.00000;0.00000;false;16.3;the interval [-1.71%, 9.30%] includes zero, so a difference in either direction is consistent with these measurements, in 30% of A/A runs this setup reported a difference between identical code, well above the 10% expected, treat any confidence from it with suspicion
lookup-hit95;struct3x64;16384;ns/lookup;1;true;0.5207;0.4120;8.4283;12.1343;30.542;30.209;30.851;0.950;0.2510;true;101;10;439678;1;0.1010;0.0014;0.9422;0.8162;0.000;0.000;0.00000;0.00000;false;20.0;
lookup-hit95;struct3x64;2097152;ns/lookup;1;true;0.5250;0.4121;28.5812;34.8114;17.897;2.952;33.259;0.950;0.3582;true;101;10;128499;5;0.2479;0.0008;0.0127;0.0222;0.000;0.000;0.00000;0.00000;false;16.0;candidate A drifted during the run, shifting -0.15% from its first half to its second, the machine did not hold still, candidate B drifted during the run, shifting -3.26% from its first half to its second, the machine did not hold still
lookup-hit30-eqload;uint64;16384;ns/lookup;1;true;0.2950;0.4712;6.6623;10.3415;35.576;35.341;35.866;0.950;0.9840;true;101;10;533088;1;0.0042;0.0040;0.2023;0.9959;0.000;0.000;0.00000;0.00000;false;20.2;
lookup-hit30-eqload;uint64;2097152;ns/lookup;1;true;0.2968;0.4712;13.8034;18.5061;25.412;24.314;26.305;0.950;0.2782;true;101;10;263704;1;0.1502;0.0026;0.2882;0.4074;0.000;0.000;0.00000;0.00000;false;19.2;
lookup-hit30-eqload;string;16384;ns/lookup;1;false;0.2931;0.4688;11.6054;14.2050;18.301;17.983;18.653;0.950;0.2492;true;101;10;307482;1;0.0469;0.0038;0.0003;0.0000;0.000;0.000;0.00000;0.00000;false;18.4;candidate A drifted during the run, shifting +0.80% from its first half to its second, the machine did not hold still, candidate B drifted during the run, shifting +0.29% from its first half to its second, the machine did not hold still
lookup-hit30-eqload;string;2097152;ns/lookup;1;false;0.2953;0.4688;35.9046;41.4070;13.288;9.235;15.854;0.950;0.6901;true;101;10;108972;5;0.4115;0.0024;0.8304;0.5490;0.000;0.000;0.00000;0.00000;false;17.2;
lookup-hit30-eqload;struct3x64;16384;ns/lookup;1;true;0.2577;0.4121;9.8338;14.1742;30.622;30.342;30.877;0.950;0.3968;true;101;10;368656;1;0.1149;0.0044;0.1494;0.3534;0.000;0.000;0.00000;0.00000;false;19.8;in 30% of A/A runs this setup reported a difference between identical code, well above the 10% expected, treat any confidence from it with suspicion
lookup-hit30-eqload;struct3x64;2097152;ns/lookup;1;true;0.2596;0.4121;19.7056;26.9952;27.004;25.858;28.636;0.950;0.2268;true;101;10;194118;5;0.2396;0.0066;0.2365;0.3621;0.000;0.000;0.00000;0.00000;false;20.5;
lookup-hit95-eqload;uint64;16384;ns/lookup;1;true;0.2950;0.4712;4.8564;6.4859;25.124;24.827;25.407;0.950;0.3059;true;101;10;706058;1;0.1098;0.0032;0.0649;0.2231;0.000;0.000;0.00000;0.00000;false;18.1;
lookup-hit95-eqload;uint64;2097152;ns/lookup;1;true;0.2968;0.4712;18.5876;17.3118;-7.369;-12.603;1.568;0.950;0.9076;false;101;10;239269;5;0.2444;0.0000;0.5217;0.0445;0.000;0.000;0.00000;0.00000;false;17.9;the interval [-12.60%, 1.57%] includes zero, so a difference in either direction is consistent with these measurements, candidate B drifted during the run, shifting +5.02% from its first half to its second, the machine did not hold still, in 70% of A/A runs this setup reported a difference between identical code, well above the 10% expected, treat any confidence from it with suspicion
lookup-hit95-eqload;struct3x64;16384;ns/lookup;1;true;0.2577;0.4120;8.7854;12.0157;26.884;26.690;27.167;0.950;0.2487;true;101;10;370221;1;0.1348;0.0024;0.0264;0.0232;0.000;0.000;0.00000;0.00000;false;17.2;candidate A drifted during the run, shifting +0.55% from its first half to its second, the machine did not hold still, candidate B drifted during the run, shifting -0.41% from its first half to its second, the machine did not hold still
lookup-hit95-eqload;struct3x64;2097152;ns/lookup;1;true;0.2596;0.4121;29.5068;36.2600;18.624;-18.965;34.408;0.950;0.5548;false;101;10;144245;5;0.4024;0.0004;0.8087;0.4482;0.000;0.000;0.00000;0.00000;false;18.4;the interval [-18.96%, 34.41%] includes zero, so a difference in either direction is consistent with these measurements, in 30% of A/A runs this setup reported a difference between identical code, well above the 10% expected, treat any confidence from it with suspicion
sliding-window;uint64;16384;ns/(remove+insert);1;true;0.0000;0.0000;14.5784;35.6717;59.132;59.037;59.236;0.950;0.2777;true;101;10;259343;1;0.1288;0.0004;0.0903;0.0320;477.026;0.000;0.00224;0.00000;false;28.9;candidate B drifted during the run, shifting -0.11% from its first half to its second, the machine did not hold still
sliding-window;uint64;2097152;ns/(remove+insert);1;true;0.0000;0.0000;99.0222;183.6048;46.068;44.434;47.654;0.950;0.5716;true;101;10;51436;5;0.6755;0.0058;0.9513;0.4420;65856.078;0.000;0.00244;0.00000;false;27.6;workload is declared Allocating=false but allocates 65856 bytes per operation, the garbage collection strategy for this row is the wrong one
sliding-window;string;16384;ns/(remove+insert);1;false;0.0000;0.0000;21.6482;45.5337;52.457;52.263;52.571;0.950;0.7072;true;101;10;179100;1;0.1239;0.0000;0.1448;0.5715;811.745;0.000;0.00202;0.00000;false;26.6;in 50% of A/A runs this setup reported a difference between identical code, well above the 10% expected, treat any confidence from it with suspicion
sliding-window;string;2097152;ns/(remove+insert);1;false;0.0000;0.0000;146.5777;241.2507;39.243;38.422;39.708;0.950;0.3541;true;101;10;21198;5;0.7135;0.0092;0.0000;0.0001;185565.960;0.000;0.00364;0.00000;false;18.1;workload is declared Allocating=false but allocates 185566 bytes per operation, the garbage collection strategy for this row is the wrong one, candidate A drifted during the run, shifting -1.23% from its first half to its second, the machine did not hold still, candidate B drifted during the run, shifting -0.32% from its first half to its second, the machine did not hold still
churn-fresh;uint64;16384;ns/(remove+insert);1;true;0.0000;0.0000;19.1833;45.0778;57.444;56.668;57.924;0.950;1.4322;true;101;10;236577;1;-0.0130;0.0038;0.5797;0.0011;379.665;0.000;0.00178;0.00000;false;34.8;workload is declared Allocating=true but allocates 380 bytes per operation, the garbage collection strategy for this row is the wrong one, candidate B drifted during the run, shifting +1.13% from its first half to its second, the machine did not hold still
churn-fresh;uint64;2097152;ns/(remove+insert);1;true;0.0000;0.0000;108.8484;211.7118;48.587;47.857;49.453;0.950;1.1092;true;101;10;46838;5;0.5678;0.0000;0.1194;0.6442;56954.729;0.000;0.00211;0.00000;false;31.3;
churn-fresh;struct3x64;16384;ns/(remove+insert);1;true;0.0000;0.0000;26.9937;70.2327;61.565;60.759;62.635;0.950;1.8498;true;101;10;144214;1;0.0534;0.0040;0.5903;0.9293;1360.609;0.000;0.00231;0.00000;false;31.3;workload is declared Allocating=true but allocates 1361 bytes per operation, the garbage collection strategy for this row is the wrong one, in 40% of A/A runs this setup reported a difference between identical code, well above the 10% expected, treat any confidence from it with suspicion
churn-fresh;struct3x64;2097152;ns/(remove+insert);1;true;0.0000;0.0000;169.6615;354.0898;52.085;51.462;52.845;0.950;0.8718;true;101;10;25284;5;0.4650;0.0010;0.2254;0.7084;167382.239;0.000;0.00223;0.00000;false;32.4;
mixed-index;uint64;16384;ns/operation;1;true;0.0000;0.0000;10.0024;16.6982;40.099;39.918;40.247;0.950;0.4759;true;101;10;306646;1;0.0361;0.0044;0.9200;0.2906;0.000;0.000;0.00000;0.00000;false;18.4;in 30% of A/A runs this setup reported a difference between identical code, well above the 10% expected, treat any confidence from it with suspicion
mixed-index;uint64;2097152;ns/operation;1;true;0.0000;0.0000;69.2729;76.8800;9.895;8.630;13.264;0.950;0.3874;true;101;10;57565;5;0.7636;0.0046;0.0000;0.0693;0.000;0.000;0.00000;0.00000;false;18.5;candidate A drifted during the run, shifting -0.89% from its first half to its second, the machine did not hold still
mixed-index;string;16384;ns/operation;1;false;0.0000;0.0000;17.3387;24.0151;27.801;27.644;28.005;0.950;0.2860;true;101;10;201158;1;0.0444;0.0090;0.2099;0.2833;0.000;0.000;0.00000;0.00000;false;18.8;
mixed-index;string;2097152;ns/operation;1;false;0.0000;0.0000;127.0969;136.0510;6.581;5.296;10.501;0.950;0.3174;true;101;10;26943;5;0.5252;0.0000;0.9013;0.0247;0.000;0.000;0.00000;0.00000;false;16.6;candidate B drifted during the run, shifting +3.35% from its first half to its second, the machine did not hold still
graph-visited;uint64;16384;ns/edge;64240;true;0.0000;0.0000;9.6064;15.0175;36.032;34.735;37.815;0.950;2.6382;true;101;10;6;1;0.0276;0.0046;0.3862;0.1499;4.465;9.201;0.00005;0.00101;false;22.8;
intersect;uint64;16384;ns/probe;16384;true;0.0000;0.0000;16.3951;25.6216;36.011;34.332;38.053;0.950;1.8947;true;101;10;22;5;0.3373;0.0062;0.2499;0.8543;42.005;36.078;0.00031;0.00397;false;35.2;
intersect;uint64;2097152;ns/probe;2097152;true;0.0000;0.0000;37.0738;94.7535;60.873;59.599;61.583;0.950;3.5235;true;11;2;1;1;-0.0754;0.0070;0.0145;0.6455;41.148;36.078;0.00000;0.00391;false;19.3;candidate A drifted during the run, shifting +4.30% from its first half to its second, the machine did not hold still
intersect;string;16384;ns/probe;16384;false;0.0000;0.0000;35.7978;39.3712;9.076;7.070;11.779;0.950;1.5146;true;101;10;13;1;0.0746;0.0064;0.5003;0.7062;79.005;53.328;0.00031;0.00397;false;38.9;
intersect;string;2097152;ns/probe;2097152;false;0.0000;0.0000;95.0202;169.1526;43.826;39.440;45.123;0.950;1.2680;true;11;2;1;1;0.0720;0.0096;0.9313;0.6250;77.719;53.328;0.00000;0.00391;false;41.8;
iterate;uint64;16384;ns/element;16384;true;0.0000;0.0000;1.8413;6.0976;69.802;69.712;69.923;0.950;0.2961;true;101;10;120;1;0.1136;0.0004;0.6015;0.0354;0.000;0.000;0.00000;0.00000;false;34.3;candidate B drifted during the run, shifting +0.26% from its first half to its second, the machine did not hold still
iterate;uint64;2097152;ns/element;2097152;true;0.0000;0.0000;2.8681;7.4573;61.539;60.765;61.854;0.950;1.0258;true;51;4;1;1;-0.0028;0.0020;0.8079;0.2647;0.000;0.000;0.00000;0.00000;false;10.6;
iterate;string;16384;ns/element;16384;false;0.0000;0.0000;2.1597;6.5568;67.061;66.940;67.220;0.950;0.4151;true;101;10;96;1;0.0802;0.0064;0.8143;0.9435;0.000;0.000;0.00000;0.00000;false;29.8;
iterate;string;2097152;ns/element;2097152;false;0.0000;0.0000;18.1787;41.2433;55.923;55.660;57.502;0.950;0.3931;true;11;2;1;2;0.3238;0.0260;0.2273;0.3576;0.000;0.000;0.00000;0.00000;false;9.0;
iterate;struct3x64;16384;ns/element;16384;true;0.0000;0.0000;1.8109;6.2167;70.871;70.766;70.944;0.950;0.1889;true;101;10;125;1;0.1005;0.0048;0.0002;0.0474;0.000;0.000;0.00000;0.00000;false;36.0;candidate A drifted during the run, shifting +0.39% from its first half to its second, the machine did not hold still, candidate B drifted during the run, shifting +0.39% from its first half to its second, the machine did not hold still
iterate;struct3x64;2097152;ns/element;2097152;true;0.0000;0.0000;3.6166;8.3023;56.439;55.826;57.000;0.950;1.8297;true;51;4;1;1;0.0813;0.0008;0.1465;0.9286;0.000;0.000;0.00000;0.00000;false;12.5;
